,userid,likes_given_mean_std_dist,pages_liked_sum_likes_mean_std_dist
0,ed3a624866919c68e28343519850888c,13.152767667796528,7.001295236210827
1,9cd63231d57296ff76065355114ea2fd,13.00552627236403,2.36543504732397
2,0ab38e4d544251903c49e4306a43eace,11.911733049151183,10.816355877404387
3,b123e89dd4dcd800c1ffe5d1d73c14be,11.500058127227666,2.856324143699592
4,7f24f7fb09c6b3e7d8091a8eacc85a3a,11.36483643754476,4.678347571480414
5,2b27a31baf7e674b5647711e3d482223,11.166511292676496,2.997190868022158
6,2c5ed241a25b7673a8d1d1c7bb2ea537,10.553506299447319,3.451978442083957
7,1b2c0a049e97b45f1066b7e8f5f2f584,9.931486526905948,5.298319388931991
8,9d1eaec369c6f2c62a85333ba666dbdc,9.901437262531967,8.69419430332825
9,9607625a8b96e55fa0a454539f4171ff,9.820304248722223,5.425028653523645
10,339402e69fde8ac3b12fe1ccc50e1752,9.441683517610084,5.761351601307672
11,d2fceadfee9f12dc647bfb8dca0e432d,9.399614547486513,5.004010784878814
12,1070ca6848fa2d2d591ab64cf9b6578b,9.294442122177585,2.6729017610094052
13,e435cc84c7a2ee62eefd58f6d3a245e9,9.147200726745087,4.93443103426013
14,ace4198384120143012d0f7e4792ec9c,9.096116977309322,7.4670756613578035
15,26d4088dbf5860e5d2ea5cf3f8287a40,8.8376933036931,7.216696822057895
16,325351b4ed6a11abc46840f6a63c8f66,8.72350609907198,8.919089715112518
17,3d210c86dd4092f8e90e8778b3d2dfed,8.675427276073613,10.409786945602574
18,ab0a11e1f20882fd59abb75da179b81a,8.654392791011826,0.6005827731035631
19,3be1d06df92e6999b0280d0e93350a8a,8.59128933582647,7.960296574630282
20,93d4a1e0e7de98ed11f4864ca5716c37,8.435033161081778,6.817956132695527
21,0a246aff8e07d7662800626c34898281,8.420008528894789,8.838392194646325
22,1a00f3a2e9bacf090a003fd240f148d7,8.380944485208616,4.424595925597553
23,b4b4b4b327fe319a1905ebf32172cb30,8.140550370216781,8.854256877462433
24,996e41974bb7270c862041060e9e3443,8.122520811592393,5.035865069273364
25,35c268b31598c655d96800a68db3e9f5,8.080451841468822,6.225757920069003
26,7fdb10850d7ebe37667be46dbc1a6b2a,8.023358239158261,2.0616326173335944
27,775af6b343c732cdefa834e387ef24b0,7.990304048346885,1.773861428509103
28,f2dff88f264503da07fb5d494da87d09,7.990304048346885,5.689898069254015
29,2ce46d32d305bbcebacf4df9d09ec882,7.86710206441357,8.951693512081057
30,7615593f9bf402ff2389405db4d5866b,7.713850816106275,6.021016068607561
31,20f8656300fb5231db49c7daf7961333,7.629712875859132,3.1790309463894784
32,5c2e066d518035a3133dc1467ab7df56,7.620698096546939,6.248784611925455
33,ca78aaf1b34b9db1e6f25926859a2d7f,7.596658685047756,5.461005257075137
34,c9073a3c6e9ebc4a2f5cef09f6cfcfa4,7.581634052860766,2.607694167072326
35,67108ce32009962caa2c62b4530c0dbb,7.524540450550205,4.989436929273464
36,12b7c934ede104b8ae7c6d84be63a3de,7.187988689561637,2.712667567018288
37,6b5687946746267c45a81b0d52e78d06,7.05276699987873,3.781972172576518
38,96e501260b05405cdc97ae8938ef291c,6.9956733975681695,7.015619254291513
39,0c812eb3555edc58d3cedc0f28967de7,6.809367958449498,7.180220543457078
40,9f2fc143a31bf815e5ec75d505ca780f,6.722225091764958,7.182968756228372
41,ba9fb135d8d76d6feb0f3536ba5e4e08,6.565968917020266,8.793587998556735
42,e46698fbb08803ca05acdf3ace8dcd93,6.553949211270674,2.0575102981766524
43,9028a49abd0d533af410e4c225cf3bbe,6.502865461834909,4.081319166710402
44,1f36e75b6756281dd483b2ae6d6541e3,6.481830976773124,6.820829264229153
45,d05129002555f74caf6e469a03cfb0a0,6.436757080212155,6.22875597036496
46,a006355f906cfc22018ec5ffd6502041,6.418727521587767,5.411287589667173
47,23bb3332905ec10bf36b0e463a38bd5e,6.412717668712971,7.73061261028997
48,123f18aa7077a3c2f7f14863c5dc65e0,6.397693036525982,5.837135650455491
49,3c66f1130cd08cf9b368a1234c2d3119,6.376658551464196,7.493724997321872
50,f7257db684f2c03cd8efa05a07cfa229,6.286510758342258,4.708619551552097
51,9aa50d707982f44caf0b8fb245770a4c,6.2835058319048605,7.290065775133971
52,148d5950fa35b2150eff07d2e4178683,6.21138759740731,5.626855733864017
53,b5216de11cb6bd140c4a12245e6f6a1b,6.055131422662617,7.317339704909696
54,722ebc9afbd1f96c9a0d9ceddf58165d,6.040106790475627,8.471464150091062
55,79e3e569a4cc6b0a06381a9b13735e39,5.949958997353689,3.556826923267587
56,d54503cb2aabeec26196c4e95885366c,5.940944218041496,7.909621196711109
57,621d3e1927d1699e2363665af85b6c04,5.8117323812333845,2.6133987905521345
58,602671678b05597929fa8a5299e5c5f0,5.757643705360222,7.660158428334966
59,e1d34ebcab9099d112964504b3475315,5.74562399961063,5.837260569217823
60,fd1e5788e82023c6cb7a0464ec0cdb29,5.667495912238284,5.7182129887158375
61,b71f93655d8568b602af2645bbc7c47a,5.661486059363488,1.419966574823768
62,6fe2132d1f1a46392b2266b25fe11e17,5.649466353613897,5.667870727496215
63,a343b7b730009c802c6f89038cbf27cf,5.625426942114713,0.32626117102343755
64,eeb3912bb443f117d92bd185794f6aee,5.622422015677315,7.539820020622221
65,82ab56d08224e4a65b416295bb4b2a7d,5.460155988057827,2.5907468549826764
66,95ef3de118e218bca7f2229a23ff59af,5.454146135183031,3.129937872793172
67,c9a5dc9bbed8da5af2940f339c5a1aa4,5.439121502996041,4.0844837753561345
68,4448c6d3a54cb844a6cab83c22023eef,5.430106723683847,1.3575071936579837
69,4beefa75884dc3d2946cfa3b0e81fcac,5.42710179724645,0.7039738687266585
70,d8491d0a0a40eb6a62310b4c6dbcee7e,5.388037753560277,3.453352548469604
71,183151444be317106564a56e87c46ff8,5.3760180478106845,3.8639605202534715
72,72366dc15dbb7f7d5a313e229d8e96e9,5.360993415623695,4.976945053040307
73,2ef29460de52c42bb3cc680cdf4133a0,5.360993415623695,3.6674633071059133
74,0f74c25dc0263229f83b0b2f9ec4db78,5.351978636311501,6.790723842507245
75,967e30a956010d9606e70c05be390738,5.246806211002574,3.0125975153763846
76,90d89a90920fdb74ff9ab696e97b114b,5.228776652378186,6.2883005804096745
77,b7ba5e4c1a63c95e2727f51f6fb72495,5.16567319719283,5.955058962096492
78,9fb708db0ac17768655509246a1fa541,5.15064856500584,8.256062564243994
79,0426a75f5ffa761919e3fa21b3b6a21b,5.141633785693647,6.5787367028305725
80,030a555400866aec7f423d5a6bc32951,5.102569742007473,0.8402602384304002
81,80a6326dd99b7add9affa8b0e6d5d962,5.021436728197729,1.374246307810414
82,7cdd5f20c3ba898a745f41c19aca3f19,5.015426875322933,4.2186465261002395
83,02b3580531d92a6ebeb07493298227f9,4.985377610948954,4.794313822511554
84,9008355dbc1ae52ecc24b73ea1259b59,4.952323420137577,6.442283774777056
85,a4077eb9ef9cb79a7c134ddab6042c68,4.949318493700179,1.3906523052632933
